ID,Datacenter_location_input,Network_zone_Input,Environment_input,application_input,Vcenter,Vmware_datacenter,Vmware_cluster,Vmware_datastore_keyword,Vmware_datastore_name,Vmware_networks,Subnet_name,Vlan,Subnet_address,Subnet_gateway,Subnet_netmask,DNS1,DNS2,DNS3,DNS_Suffix,DNS_prefix,Timezone
59,DC1B,Z1A,PRODUCTION,FE/BE,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0101,XF-Z1A-PRD-WEB-42.0-24,VLAN 101,10.17.42.0/24,10.17.42.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
60,DC1B,Z1A,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0102,XF-Z1A-PRD-APP-43.0-24,VLAN 102,10.17.43.0/24,10.17.43.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
61,DC1B,Z1A,PRODUCTION,DB/IC/ID,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0103,XF-Z1A-PRD-DBS-44.0-24,VLAN 103,10.17.44.0/24,10.17.44.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
62,DC1B,Z1A,STAGE,DB/IC/ID,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,NONPROD,XF_PRIMERA_NONPROD_00[1-9],DEV-VLAN-0104,XF-Z1A-STG-DBS-45.0-24,VLAN 104,10.17.45.0/24,10.17.45.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
63,DC1B,Z1A,STAGE,FE/BE,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,NONPROD,XF_PRIMERA_NONPROD_00[1-9],,XF-Z1A-STG-WEB-46.0-24,VLAN 105,10.17.46.0/24,10.17.46.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
64,DC1B,Z1A,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,NONPROD,XF_PRIMERA_NONPROD_00[1-9],DEV-VLAN-0106,XF-Z1A-STG-APP-47.0-24,VLAN 106,10.17.47.0/24,10.17.47.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
65,DC1B,Z1A,PRODUCTION,FE/BE,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0107,XF-Z1A-PRD-WEB-48.0-24,VLAN 107,10.17.48.0/24,10.17.48.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
66,DC1B,Z1A,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0108,XF-Z1A-PRD-APP-49.0-24,VLAN 108,10.17.49.0/24,10.17.49.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
67,DC1B,Z1A,PRODUCTION,DB/IC/ID,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0109,XF-Z1A-PRD-DBS-50.0-24,VLAN 109,10.17.50.0/24,10.17.50.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
68,DC1B,Z1A,STAGE,DB/IC/ID,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,NONPROD,XF_PRIMERA_NONPROD_00[1-9],,XF-Z1A-STG-DBS-51.0-24,VLAN 110,10.17.51.0/24,10.17.51.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
69,DC1B,Z1A,STAGE,FE/BE,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,NONPROD,XF_PRIMERA_NONPROD_00[1-9],,XF-Z1A-STG-WEB-52.0-24,VLAN 111,10.17.52.0/24,10.17.52.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
70,DC1B,Z1A,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,NONPROD,XF_PRIMERA_NONPROD_00[1-9],,XF-Z1A-STG-APP-53.0-24,VLAN 112,10.17.53.0/24,10.17.53.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
71,DC1B,Z1A,PRODUCTION,FE/BE,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0113,XF-Z1A-PRD-WEB-54.0-24,VLAN 113,10.17.54.0/24,10.17.54.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
72,DC1B,Z1A,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0114,XF-Z1A-PRD-APP-55.0-24,VLAN 114,10.17.55.0/24,10.17.55.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
73,DC1B,Z1A,PRODUCTION,DB/IC/ID,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0115,XF-Z1A-PRD-DBS-56.0-24,VLAN 115,10.17.56.0/24,10.17.56.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
74,DC1B,Z1A,STAGE,DB/IC/ID,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,NONPROD,XF_PRIMERA_NONPROD_00[1-9],,XF-Z1A-STG-DBS-57.0-24,VLAN 116,10.17.57.0/24,10.17.57.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
75,DC1B,Z1A,STAGE,FE/BE,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,NONPROD,XF_PRIMERA_NONPROD_00[1-9],,XF-Z1A-STG-WEB-58.0-24,VLAN 117,10.17.58.0/24,10.17.58.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
76,DC1B,Z1A,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,NONPROD,XF_PRIMERA_NONPROD_00[1-9],DEV-VLAN-0118,XF-Z1A-STG-APP-59.0-24,VLAN 118,10.17.59.0/24,10.17.59.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
77,DC1B,Z1A,PRODUCTION,FE/BE,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0119,XF-Z1A-PRD-WEB-60.0-24,VLAN 119,10.17.60.0/24,10.17.60.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
78,DC1B,Z1A,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0120,XF-Z1A-PRD-APP-61.0-24,VLAN 120,10.17.61.0/24,10.17.61.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
79,DC1B,Z1A,PRODUCTION,DB/IC/ID,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0121,XF-Z1A-PRD-DBS-62.0-24,VLAN 121,10.17.62.0/24,10.17.62.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
80,DC1B,Z1A,STAGE,DB/IC/ID,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,NONPROD,XF_PRIMERA_NONPROD_00[1-9],,XF-Z1A-STG-DBS-63.0-24,VLAN 122,10.17.63.0/24,10.17.63.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
81,DC1B,Z1A,STAGE,FE/BE,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,NONPROD,XF_PRIMERA_NONPROD_00[1-9],,XF-Z1A-STG-WEB-64.0-24,VLAN 123,10.17.64.0/24,10.17.64.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
82,DC1B,Z1A,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,NONPROD,XF_PRIMERA_NONPROD_00[1-9],,XF-Z1A-STG-APP-65.0-24,VLAN 124,10.17.65.0/24,10.17.65.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
83,DC1B,Z1A,BKP,,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,,,,XF-BKP-TMP-CPN-66.0-24,VLAN 125,10.17.66.0/24,10.17.66.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
84,DC1B,Z1A,BKP,,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,,,,XF-BKP-TMP-DMZ-67.0-24,VLAN 126,10.17.67.0/24,10.17.67.1,255.255.255.0,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
85,DC1B,Z1B,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0330,XF-Z1B-PRD-APP-102.0-27,VLAN 330,10.17.102.0/27,10.17.102.1,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
86,DC1B,Z1B,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0331,XF-Z1B-PRD-APP-102.32-27 (Strictly-Confidential),VLAN 331,10.17.102.32/27,10.17.102.33,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
87,DC1B,Z1B,PRODUCTION,FE/BE,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0332,XF-Z1B-PRD-WEB-102.64-27,VLAN 332,10.17.102.64/27,10.17.102.65,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
88,DC1B,Z1B,PRODUCTION,DB/IC/ID,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0333,XF-Z1B-PRD-DBS-102.92-27,VLAN 333,10.17.102.96/27,10.17.102.97,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
89,DC1B,Z1B,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,NONPROD,XF_PRIMERA_NONPROD_00[1-9],DEV-VLAN-0334,XF-Z1B-STG-APP-102.128-27,VLAN 334,10.17.102.128/27,10.17.102.129,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
90,DC1B,Z1B,STAGE,FE/BE,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,NONPROD,XF_PRIMERA_NONPROD_00[1-9],,XF-Z1B-STG-WEB-102.160-27,VLAN 335,10.17.102.160/27,10.17.102.161,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
91,DC1B,Z1B,STAGE,DB/IC/ID,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,NONPROD,XF_PRIMERA_NONPROD_00[1-9],,XF-Z1B-STG-DBS-102.192-27,VLAN 336,10.17.102.192/27,10.17.102.193,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
92,DC1B,Z1B,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0337,XF-Z1B-PRD-APP-102.224-27 (Confidential),VLAN 337,10.17.102.224/27,10.17.102.225,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
93,DC1B,Z1B,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0338,XF-Z1B-PRD-APP-103.0-27 (Strictly-Confidential),VLAN 338,10.17.103.0/27,10.17.103.1,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
94,DC1B,Z1B,PRODUCTION,FE/BE,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0339,XF-Z1B-PRD-WEB-103.32-27,VLAN 339,10.17.103.32/27,10.17.103.33,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
95,DC1B,Z1B,PRODUCTION,DB/IC/ID,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0340,XF-Z1B-PRD-DBS-103.64-27,VLAN 340,10.17.103.64/27,10.17.103.65,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
96,DC1B,Z1B,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,NONPROD,XF_PRIMERA_NONPROD_00[1-9],PROD-VLAN-0341,XF-Z1B-STG-APP-103.92-27,VLAN 341,10.17.103.96/27,10.17.103.97,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
97,DC1B,Z1B,STAGE,FE/BE,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,NONPROD,XF_PRIMERA_NONPROD_00[1-9],,XF-Z1B-STG-WEB-103.128-27,VLAN 342,10.17.103.128/27,10.17.103.129,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
98,DC1B,Z1B,STAGE,DB/IC/ID,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,NONPROD,XF_PRIMERA_NONPROD_00[1-9],PROD-VLAN-0343,XF-Z1B-STG-DBS-103.160-27,VLAN 343,10.17.103.160/27,10.17.103.161,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
99,DC1B,Z1B,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0344,XF-Z1B-PRD-APP-103.192-27 (Confidential),VLAN 344,10.17.103.192/27,10.17.103.193,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
100,DC1B,Z1B,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0345,XF-Z1B-PRD-APP-103.224-27 (Strictly-Confidential),VLAN 345,10.17.103.224/27,10.17.103.225,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
101,DC1B,Z1B,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0346,XF-Z1B-PRD-APP-104.0-27 (Strictly-Confidential),VLAN 346,10.17.104.0/27,10.17.104.1,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
102,DC1B,Z1B,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0347,XF-Z1B-PRD-APP-104.32-27 (Strictly-Confidential),VLAN 347,10.17.104.32/27,10.17.104.33,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
103,DC1B,Z1B,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],,XF-Z1B-PRD-APP-104.64-27,VLAN 348,10.17.104.64/27,10.17.104.65,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
104,DC1B,Z1C,PRODUCTION,CORE,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0401,XF-Z1C-PRD-COR-106.0-27,VLAN 401,10.17.106.0/27,10.17.106.1,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
105,DC1B,Z1C,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0402,XF-Z1C-PRD-APP-106.32-27,VLAN 402,10.17.106.32/27,10.17.106.33,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
106,DC1B,Z1C,PRODUCTION,DB/IC/ID,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0403,XF-Z1C-PRD-DBS-106.64-27,VLAN 403,10.17.106.64/27,10.17.106.65,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
107,DC1B,Z1C,PRODUCTION,CORE,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0404,XF-Z1C-PRD-COR-106.92-27,VLAN 404,10.17.106.96/27,10.17.106.97,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
108,DC1B,Z1C,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,NONPROD,XF_PRIMERA_NONPROD_00[1-9],,XF-Z1C-STG-APP-106.128-27,VLAN 405,10.17.106.128/27,10.17.106.129,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
109,DC1B,Z1C,STAGE,DB/IC/ID,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,NONPROD,XF_PRIMERA_NONPROD_00[1-9],,XF-Z1C-STG-DBS-106.160-27,VLAN 406,10.17.106.160/27,10.17.106.161,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
110,DC1B,Z1C,STAGE,CORE,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,NONPROD,XF_PRIMERA_NONPROD_00[1-9],,XF-Z1C-STG-COR-106.192-27,VLAN 407,10.17.106.192/27,10.17.106.193,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
111,DC1B,Z1C,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0408,XF-Z1C-PRD-APP-106.224-27,VLAN 408,10.17.106.224/27,10.17.106.225,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
112,DC1B,Z1C,PRODUCTION,DB/IC/ID,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0409,XF-Z1C-PRD-DBS-107.0-27,VLAN 409,10.17.107.0/27,10.17.107.1,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
113,DC1B,Z1C,PRODUCTION,CORE,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0410,XF-Z1C-PRD-COR-107.32-27,VLAN 410,10.17.107.32/27,10.17.107.33,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
114,DC1B,Z1C,STAGE,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,NONPROD,XF_PRIMERA_NONPROD_00[1-9],,XF-Z1C-STG-APP-107.64-27,VLAN 411,10.17.107.64/27,10.17.107.65,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
115,DC1B,Z1C,STAGE,DB/IC/ID,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,NONPROD,XF_PRIMERA_NONPROD_00[1-9],,XF-Z1C-STG-DBS-107.92-27,VLAN 412,10.17.107.96/27,10.17.107.97,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
116,DC1B,Z1C,STAGE,CORE,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,NONPROD,XF_PRIMERA_NONPROD_00[1-9],,XF-Z1C-STG-COR-107.128-27,VLAN 413,10.17.107.128/27,10.17.107.129,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
117,DC1B,Z1C,PRODUCTION,AP/BG/FS/VR/NW/SE/FT/MS/LN/BK/CA,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0414,XF-Z1C-PRD-APP-107.160-27,VLAN 414,10.17.107.160/27,10.17.107.161,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
118,DC1B,Z1C,PRODUCTION,DB/IC/ID,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0415,XF-Z1C-PRD-DBS-107.192-27,VLAN 415,10.17.107.192/27,10.17.107.193,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
119,DC1B,Z1C,PRODUCTION,CORE,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0416,XF-Z1C-PRD-COR-107.224-27,VLAN 416,10.17.107.224/27,10.17.107.225,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
120,DC1B,Z1C,PRODUCTION,BKP,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0417,XF-Z1C-PRD-BKP-108.0-27,VLAN 417,10.17.108.0/27,10.17.108.1,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
121,DC1B,Z1C,PRODUCTION,CORE,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0418,XF-Z1C-PRD-COR-108.32-27,VLAN 418,10.17.108.32/27,10.17.108.33,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
122,DC1B,Z1C,PRODUCTION,CORE,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0419,XF-Z1C-PRD-COR-108.64-27,VLAN 419,10.17.108.64/27,10.17.108.65,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
123,DC1B,Z1C,PRODUCTION,CORE,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],,XF-Z1C-PRD-COR-108.96-27,VLAN 420,10.17.108.96/27,10.17.108.97,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
124,DC1B,Z1C,PRODUCTION,CORE,xf-s-vcsap01p.xe.abb.com,XF-COMP,XF-PRODCLU1,PROD,XF_PRIMERA_PROD_0[01-12],PROD-VLAN-0421,XF-Z1C-PRD-COR-108.128-27,VLAN 421,10.17.108.128/27,10.17.108.129,255.255.255.224,10.17.106.6,10.16.7.13,10.16.7.12,xe.abb.com,XF,W. Europe Standard Time
